2024-10-20 18:10:40,981:ERROR:Exception fetching data for Congress 96, Bill hr 5685, Endpoint 'sponsors'.
2024-10-20 20:49:07,717:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 8, Endpoint 'subjects'.
2024-10-20 20:49:07,721:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 106, Endpoint 'actions'.
2024-10-20 20:49:07,722:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 8, Endpoint 'actions'.
2024-10-20 20:49:07,727:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 8, Endpoint 'relatedbills'.
2024-10-20 20:49:07,729:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 147, Endpoint 'relatedbills'.
2024-10-20 20:49:07,737:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 18, Endpoint 'amendments'.
2024-10-20 20:49:07,738:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 1, Endpoint 'subjects'.
2024-10-20 20:49:07,747:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 106, Endpoint 'cosponsors'.
2024-10-20 20:49:07,762:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 1, Endpoint 'cosponsors'.
2024-10-20 20:49:07,763:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 2, Endpoint 'actions'.
2024-10-20 20:49:07,778:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 32, Endpoint 'actions'.
2024-10-20 20:49:07,784:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 144, Endpoint 'subjects'.
2024-10-20 20:49:07,785:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 155, Endpoint 'cosponsors'.
2024-10-20 20:49:07,788:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 155, Endpoint 'amendments'.
2024-10-20 20:49:07,789:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 139, Endpoint 'cosponsors'.
2024-10-20 20:49:07,802:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 2, Endpoint 'subjects'.
2024-10-20 20:49:07,815:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 106, Endpoint 'relatedbills'.
2024-10-20 20:49:07,816:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 18, Endpoint 'subjects'.
2024-10-20 20:49:07,823:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 147, Endpoint 'committees'.
2024-10-20 20:49:07,831:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 144, Endpoint 'relatedbills'.
2024-10-20 20:49:07,832:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 1, Endpoint 'committees'.
2024-10-20 20:49:07,833:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 17, Endpoint 'relatedbills'.
2024-10-20 20:49:07,837:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 106, Endpoint 'committees'.
2024-10-20 20:49:07,839:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 32, Endpoint 'amendments'.
2024-10-20 20:49:07,851:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 1, Endpoint 'summaries'.
2024-10-20 20:49:07,851:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 106, Endpoint 'amendments'.
2024-10-20 20:49:07,854:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 18, Endpoint 'relatedbills'.
2024-10-20 20:49:07,854:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 155, Endpoint 'relatedbills'.
2024-10-20 20:49:07,854:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 18, Endpoint 'committees'.
2024-10-20 20:49:07,857:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 106, Endpoint 'subjects'.
2024-10-20 20:49:07,857:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 153, Endpoint 'amendments'.
2024-10-20 20:49:07,857:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 156, Endpoint 'committees'.
2024-10-20 20:49:07,859:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 18, Endpoint 'summaries'.
2024-10-20 20:49:07,863:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 156, Endpoint 'relatedbills'.
2024-10-20 20:49:07,865:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 18, Endpoint 'cosponsors'.
2024-10-20 20:49:07,880:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 153, Endpoint 'subjects'.
2024-10-20 20:49:07,891:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 32, Endpoint 'subjects'.
2024-10-20 20:49:07,892:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 1, Endpoint 'amendments'.
2024-10-20 20:49:07,899:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 155, Endpoint 'actions'.
2024-10-20 20:49:07,905:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 156, Endpoint 'subjects'.
2024-10-20 20:49:07,909:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 156, Endpoint 'amendments'.
2024-10-20 20:49:07,918:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 2, Endpoint 'cosponsors'.
2024-10-20 20:49:07,923:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 32, Endpoint 'relatedbills'.
2024-10-20 20:49:07,930:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 17, Endpoint 'committees'.
2024-10-20 20:49:07,936:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 2, Endpoint 'amendments'.
2024-10-20 20:49:07,946:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 155, Endpoint 'subjects'.
2024-10-20 20:49:07,948:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 156, Endpoint 'summaries'.
2024-10-20 20:49:07,956:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 32, Endpoint 'committees'.
2024-10-20 20:49:07,958:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 144, Endpoint 'committees'.
2024-10-20 20:49:07,958:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 147, Endpoint 'summaries'.
2024-10-20 20:49:07,967:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 17, Endpoint 'amendments'.
2024-10-20 20:49:07,967:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 139, Endpoint 'actions'.
2024-10-20 20:49:07,969:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 18, Endpoint 'actions'.
2024-10-20 20:49:07,975:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 17, Endpoint 'cosponsors'.
2024-10-20 20:49:07,980:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 144, Endpoint 'cosponsors'.
2024-10-20 20:49:07,983:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 1, Endpoint 'actions'.
2024-10-20 20:49:07,989:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 156, Endpoint 'cosponsors'.
2024-10-20 20:49:07,999:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 32, Endpoint 'summaries'.
2024-10-20 20:49:08,003:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 2, Endpoint 'summaries'.
2024-10-20 20:49:08,016:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 144, Endpoint 'amendments'.
2024-10-20 20:49:08,016:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 147, Endpoint 'actions'.
2024-10-20 20:49:08,019:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 1, Endpoint 'relatedbills'.
2024-10-20 20:49:08,021:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 8, Endpoint 'summaries'.
2024-10-20 20:49:08,027:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 153, Endpoint 'relatedbills'.
2024-10-20 20:49:08,037:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 144, Endpoint 'summaries'.
2024-10-20 20:49:08,054:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 147, Endpoint 'amendments'.
2024-10-20 20:49:08,064:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 153, Endpoint 'cosponsors'.
2024-10-20 20:49:08,072:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 155, Endpoint 'summaries'.
2024-10-20 20:49:08,074:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 153, Endpoint 'committees'.
2024-10-20 20:49:08,077:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 17, Endpoint 'subjects'.
2024-10-20 20:49:08,089:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 147, Endpoint 'cosponsors'.
2024-10-20 20:49:08,094:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 153, Endpoint 'actions'.
2024-10-20 20:49:08,113:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 139, Endpoint 'subjects'.
2024-10-20 20:49:08,121:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 139, Endpoint 'committees'.
2024-10-20 20:49:08,135:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 144, Endpoint 'actions'.
2024-10-20 20:49:08,148:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 156, Endpoint 'actions'.
2024-10-20 20:49:08,160:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 139, Endpoint 'summaries'.
2024-10-20 20:49:08,160:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 17, Endpoint 'actions'.
2024-10-20 20:49:08,162:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 138, Endpoint 'relatedbills'.
2024-10-20 20:49:08,181:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 155, Endpoint 'committees'.
2024-10-20 20:49:08,189:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 138, Endpoint 'summaries'.
2024-10-20 20:49:08,215:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 147, Endpoint 'subjects'.
2024-10-20 20:49:08,217:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 17, Endpoint 'summaries'.
2024-10-20 20:49:08,217:ERROR:HTTP error 500 fetching data for Congress 15, Bill hr 2, Endpoint 'committees'.
2024-10-20 20:49:08,218:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 139, Endpoint 'amendments'.
2024-10-20 20:49:08,219:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 138, Endpoint 'subjects'.
2024-10-20 20:49:08,233:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 153, Endpoint 'summaries'.
2024-10-20 20:49:08,251:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 126, Endpoint 'actions'.
2024-10-20 20:49:08,265:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 138, Endpoint 'committees'.
2024-10-20 20:49:08,266:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 127, Endpoint 'amendments'.
2024-10-20 20:49:08,274:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 139, Endpoint 'relatedbills'.
2024-10-20 20:49:08,275:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 127, Endpoint 'cosponsors'.
2024-10-20 20:49:08,277:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 127, Endpoint 'committees'.
2024-10-20 20:49:08,285:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 127, Endpoint 'subjects'.
2024-10-20 20:49:08,288:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 138, Endpoint 'actions'.
2024-10-20 20:49:08,289:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 138, Endpoint 'cosponsors'.
2024-10-20 20:49:08,307:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 127, Endpoint 'summaries'.
2024-10-20 20:49:08,327:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 126, Endpoint 'subjects'.
2024-10-20 20:49:08,340:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 126, Endpoint 'cosponsors'.
2024-10-20 20:49:08,341:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 126, Endpoint 'committees'.
2024-10-20 20:49:08,351:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 126, Endpoint 'relatedbills'.
2024-10-20 20:49:08,351:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 138, Endpoint 'amendments'.
2024-10-20 20:49:08,368:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 126, Endpoint 'summaries'.
2024-10-20 20:49:08,373:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 126, Endpoint 'amendments'.
2024-10-20 20:49:08,382:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 127, Endpoint 'actions'.
2024-10-20 20:49:08,391:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 127, Endpoint 'relatedbills'.
2024-10-20 20:49:08,707:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 121, Endpoint 'cosponsors'.
2024-10-20 20:49:08,735:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 112, Endpoint 'summaries'.
2024-10-20 20:49:08,741:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 119, Endpoint 'subjects'.
2024-10-20 20:49:08,746:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 120, Endpoint 'amendments'.
2024-10-20 20:49:08,750:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 119, Endpoint 'summaries'.
2024-10-20 20:49:08,757:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 119, Endpoint 'relatedbills'.
2024-10-20 20:49:08,761:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 111, Endpoint 'amendments'.
2024-10-20 20:49:08,764:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 121, Endpoint 'committees'.
2024-10-20 20:49:08,765:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 121, Endpoint 'subjects'.
2024-10-20 20:49:08,765:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 112, Endpoint 'relatedbills'.
2024-10-20 20:49:08,765:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 121, Endpoint 'summaries'.
2024-10-20 20:49:08,769:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 118, Endpoint 'committees'.
2024-10-20 20:49:08,772:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 119, Endpoint 'committees'.
2024-10-20 20:49:08,789:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 121, Endpoint 'relatedbills'.
2024-10-20 20:49:08,799:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 120, Endpoint 'committees'.
2024-10-20 20:49:08,804:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 119, Endpoint 'cosponsors'.
2024-10-20 20:49:08,812:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 112, Endpoint 'amendments'.
2024-10-20 20:49:08,825:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 121, Endpoint 'amendments'.
2024-10-20 20:49:08,832:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 120, Endpoint 'subjects'.
2024-10-20 20:49:08,837:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 93, Endpoint 'summaries'.
2024-10-20 20:49:08,838:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 119, Endpoint 'amendments'.
2024-10-20 20:49:08,842:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 120, Endpoint 'cosponsors'.
2024-10-20 20:49:08,846:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 93, Endpoint 'cosponsors'.
2024-10-20 20:49:08,848:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 111, Endpoint 'committees'.
2024-10-20 20:49:08,850:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 121, Endpoint 'actions'.
2024-10-20 20:49:08,850:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 93, Endpoint 'subjects'.
2024-10-20 20:49:08,851:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 118, Endpoint 'summaries'.
2024-10-20 20:49:08,852:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 91, Endpoint 'committees'.
2024-10-20 20:49:08,853:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 110, Endpoint 'subjects'.
2024-10-20 20:49:08,858:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 110, Endpoint 'summaries'.
2024-10-20 20:49:08,876:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 111, Endpoint 'actions'.
2024-10-20 20:49:08,879:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 111, Endpoint 'relatedbills'.
2024-10-20 20:49:08,880:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 112, Endpoint 'committees'.
2024-10-20 20:49:08,882:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 120, Endpoint 'actions'.
2024-10-20 20:49:08,886:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 110, Endpoint 'committees'.
2024-10-20 20:49:08,897:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 118, Endpoint 'actions'.
2024-10-20 20:49:08,897:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 92, Endpoint 'committees'.
2024-10-20 20:49:08,920:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 93, Endpoint 'relatedbills'.
2024-10-20 20:49:08,929:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 118, Endpoint 'amendments'.
2024-10-20 20:49:08,934:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 112, Endpoint 'cosponsors'.
2024-10-20 20:49:08,955:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 88, Endpoint 'actions'.
2024-10-20 20:49:08,960:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 89, Endpoint 'relatedbills'.
2024-10-20 20:49:08,973:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 92, Endpoint 'amendments'.
2024-10-20 20:49:08,974:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 89, Endpoint 'committees'.
2024-10-20 20:49:08,974:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 120, Endpoint 'relatedbills'.
2024-10-20 20:49:08,975:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 96, Endpoint 'amendments'.
2024-10-20 20:49:08,976:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 96, Endpoint 'relatedbills'.
2024-10-20 20:49:08,980:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 96, Endpoint 'actions'.
2024-10-20 20:49:08,989:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 89, Endpoint 'amendments'.
2024-10-20 20:49:08,989:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 89, Endpoint 'summaries'.
2024-10-20 20:49:08,993:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 111, Endpoint 'summaries'.
2024-10-20 20:49:08,994:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 92, Endpoint 'subjects'.
2024-10-20 20:49:08,996:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 96, Endpoint 'subjects'.
2024-10-20 20:49:08,999:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 112, Endpoint 'subjects'.
2024-10-20 20:49:08,999:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 96, Endpoint 'cosponsors'.
2024-10-20 20:49:09,000:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 118, Endpoint 'cosponsors'.
2024-10-20 20:49:09,009:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 119, Endpoint 'actions'.
2024-10-20 20:49:09,025:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 110, Endpoint 'amendments'.
2024-10-20 20:49:09,031:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 91, Endpoint 'amendments'.
2024-10-20 20:49:09,031:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 112, Endpoint 'actions'.
2024-10-20 20:49:09,034:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 110, Endpoint 'relatedbills'.
2024-10-20 20:49:09,034:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 110, Endpoint 'cosponsors'.
2024-10-20 20:49:09,049:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 92, Endpoint 'cosponsors'.
2024-10-20 20:49:09,053:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 111, Endpoint 'subjects'.
2024-10-20 20:49:09,055:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 88, Endpoint 'amendments'.
2024-10-20 20:49:09,061:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 91, Endpoint 'summaries'.
2024-10-20 20:49:09,063:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 120, Endpoint 'summaries'.
2024-10-20 20:49:09,068:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 118, Endpoint 'subjects'.
2024-10-20 20:49:09,085:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 111, Endpoint 'cosponsors'.
2024-10-20 20:49:09,096:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 91, Endpoint 'actions'.
2024-10-20 20:49:09,100:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 92, Endpoint 'summaries'.
2024-10-20 20:49:09,112:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 89, Endpoint 'subjects'.
2024-10-20 20:49:09,123:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 96, Endpoint 'summaries'.
2024-10-20 20:49:09,124:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 89, Endpoint 'actions'.
2024-10-20 20:49:09,125:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 91, Endpoint 'subjects'.
2024-10-20 20:49:09,126:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 91, Endpoint 'cosponsors'.
2024-10-20 20:49:09,127:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 91, Endpoint 'relatedbills'.
2024-10-20 20:49:09,128:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 92, Endpoint 'relatedbills'.
2024-10-20 20:49:09,131:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 118, Endpoint 'relatedbills'.
2024-10-20 20:49:09,132:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 88, Endpoint 'cosponsors'.
2024-10-20 20:49:09,135:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 86, Endpoint 'subjects'.
2024-10-20 20:49:09,140:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 92, Endpoint 'actions'.
2024-10-20 20:49:09,142:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 86, Endpoint 'relatedbills'.
2024-10-20 20:49:09,143:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 110, Endpoint 'actions'.
2024-10-20 20:49:09,167:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 85, Endpoint 'summaries'.
2024-10-20 20:49:09,176:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 78, Endpoint 'amendments'.
2024-10-20 20:49:09,181:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 93, Endpoint 'actions'.
2024-10-20 20:49:09,181:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 78, Endpoint 'committees'.
2024-10-20 20:49:09,182:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 96, Endpoint 'committees'.
2024-10-20 20:49:09,183:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 89, Endpoint 'cosponsors'.
2024-10-20 20:49:09,184:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 88, Endpoint 'relatedbills'.
2024-10-20 20:49:09,194:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 93, Endpoint 'committees'.
2024-10-20 20:49:09,196:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 93, Endpoint 'amendments'.
2024-10-20 20:49:09,201:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 85, Endpoint 'committees'.
2024-10-20 20:49:09,205:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 88, Endpoint 'summaries'.
2024-10-20 20:49:09,208:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 86, Endpoint 'summaries'.
2024-10-20 20:49:09,213:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 85, Endpoint 'actions'.
2024-10-20 20:49:09,234:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 85, Endpoint 'cosponsors'.
2024-10-20 20:49:09,242:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 85, Endpoint 'subjects'.
2024-10-20 20:49:09,243:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 86, Endpoint 'actions'.
2024-10-20 20:49:09,255:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 85, Endpoint 'amendments'.
2024-10-20 20:49:09,259:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 78, Endpoint 'cosponsors'.
2024-10-20 20:49:09,269:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 88, Endpoint 'subjects'.
2024-10-20 20:49:09,269:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 78, Endpoint 'summaries'.
2024-10-20 20:49:09,278:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 86, Endpoint 'cosponsors'.
2024-10-20 20:49:09,281:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 86, Endpoint 'amendments'.
2024-10-20 20:49:09,295:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 85, Endpoint 'relatedbills'.
2024-10-20 20:49:09,318:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 78, Endpoint 'actions'.
2024-10-20 20:49:09,319:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 88, Endpoint 'committees'.
2024-10-20 20:49:09,319:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 78, Endpoint 'relatedbills'.
2024-10-20 20:49:09,343:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 78, Endpoint 'subjects'.
2024-10-20 20:49:09,352:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 86, Endpoint 'committees'.
2024-10-20 20:49:09,656:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 76, Endpoint 'actions'.
2024-10-20 20:49:09,659:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 77, Endpoint 'cosponsors'.
2024-10-20 20:49:09,665:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 77, Endpoint 'relatedbills'.
2024-10-20 20:49:09,684:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 73, Endpoint 'relatedbills'.
2024-10-20 20:49:09,695:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 64, Endpoint 'subjects'.
2024-10-20 20:49:09,697:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 64, Endpoint 'committees'.
2024-10-20 20:49:09,698:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 64, Endpoint 'summaries'.
2024-10-20 20:49:09,700:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 57, Endpoint 'amendments'.
2024-10-20 20:49:09,729:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 60, Endpoint 'actions'.
2024-10-20 20:49:09,740:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 60, Endpoint 'summaries'.
2024-10-20 20:49:09,741:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 75, Endpoint 'relatedbills'.
2024-10-20 20:49:09,748:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 64, Endpoint 'cosponsors'.
2024-10-20 20:49:09,755:ERROR:HTTP error 500 fetching data for Congress 14, Bill hr 76, Endpoint 'amendments'.
